"asile","Rack number","key","en","te","hi","keywords"
"6","14","bansi-idli-rice-10-lb","Bansi Idli Rice 10 lb","బాన్సీ ఇడ్లీ బియ్యం 10 లీబర్స్","बांसी इडली चावल 10 पाउंड","['Bansi Idli Rice', 'Indian Rice']"
"6","15","bansi-kolhapuri-murmura","Bansi Kolhapuri Murmura","బాన్సి కోలాపూర్ ముర్ముర","बांसी कोल्हापुरी मुरमुरा","['kolhapuri murmura', 'bansi murmura']"
"6","16","bansi-moong-vadi","Bansi Moong Vadi","బాన్సి మొంగ్ వాడి","बांसी मूंग वड़ी","['moong vadi', 'bansi vadi']"
"6","17","bansi-murmura","Bansi Murmura","బాన్సి ముర్ముర","बांसी मुरमुरा","['bansi murmura', 'murmura']"
"6","18","bansi-phool-makhana","Bansi Phool Makhana","బాన్సి ఫూల్ మఖానా","बांसी फूल मखाना","['phool makhana', 'bansi makhana']"
"6","19","bansi-poha-thick-4lb","Bansi Poha Thick 4lb","బాన్సి పోహా బాగా బరువు 4 లీబర్లు","बांसी पोहा मोटा 4 पाउंड","['thick poha', 'bansi poha']"
"6","20","bansi-rajgira-ladoo","Bansi Rajgira Ladoo","బాన్సి రాజ్గిరా లాడూ","बांसी राजगीरा लड्डू","rajgira ladoo, bansi ladoo"
"6","21","bansi-sev-batata-puri-kit","Bansi Sev Batata Puri Kit","బాన్సి సేవ్ బటాటా పురి కిట్","बांसी सेव बटाटा पूरी किट","sev batata puri, bansi kit"
"6","22","bansi-sona-massori","Bansi Sona Massori","బాన్సి సోనా మసోరి","बांसी सोना मसूरी","sona massori, bansi massori"
"6","23","barars-paneer","Barar's Paneer","బారార్స్ పానీర్","बारार्स पनीर","paneer, barar's paneer"
"6","24","barley-flour","Barley Flour","బార్లీ ఫ్లౌర్","बार्ली फ्लोर","barley flour"
"6","25","barnyard-millet","Barnyard Millet","బార్న్యార్డ్ మిల్లెట్","बार्नयार्ड मिलेट","['barnyard millet', 'millets', 'healthy grains']"
"6","26","basmati-rice-10-lb","Basmati Rice (10 lbs)","బాస్మతి చారు","बासमती चावल","['basmati rice', 'long grain rice', 'indian rice']"
"6","27","basmati-rice-org","Organic Basmati Rice","ఆర్గెనిక్ బాస్మతి చారు","ऑर्गेनिक बासमती चावल","['organic basmati rice', 'basmati rice', 'organic rice']"
"6","28","batata-vada","Batata Vada","బటాటా వడ","बटाटा वड़ा","['batata vada', 'potato vada', 'indian street food']"
"6","29","bbq-sticks","BBQ Sticks","బిబీక్యూ స్టిక్స్","बीबीक्यू स्टिक्स","bbq sticks, barbecue sticks"
"6","30","beacon-sparklers-20-5-pcs","Beacon Sparklers 20/5 Pcs","బీకాన్ స్పార్క్లర్స్ 20/5 పీసీఎస్","बी कैन स्पार्कलर्स 20/5 पीसी","beacon sparklers, sparklers, fireworks"
"7","1","beater","Beater","బీటర్","बीटर","beater, electric beater"
"7","2","bedekar-golden-chiwda","Bedekar Golden Chiwda","బెడెకర్ గోల్డెన్ చివ్వడ","बेडेकार गोल्डन चिवड़ा","bedekar golden chiwda, chiwda"
"7","3","bedekar-green-chilli-pickle","Bedekar Green Chilli Pickle","బెడెకర్ పచ్చిమిరి ఆచార్","बेडेकार हरी मिर्च अचार","bedekar green chilli pickle, green chilli pickle"
"7","4","bedekar-mango-lime-pickle","Bedekar Mango Lime Pickle","బెడెకార్ మాంగో లైమ్ పిక్కిల్","बेडेकार मैंगो लाइम पिक्कल","mango lime pickle, bedekar pickle"
"7","5","bedekar-mixed-pickle","Bedekar Mixed Pickle","బెడెకార్ మిశ్రమ పిక్కిల్","बेडेकार मिश्रित पिक्कल","mixed pickle, bedekar pickle"
"7","6","bedekar-pickle","Bedekar Pickle","బెడెకార్ పిక్కిల్","बेडेकार पिक्कल","bedekar pickle"
"7","7","bedekar-spical-chawda","Bedekar Spical Chawda","బెడెకార్ స్పికల్ చావ్డా","बेडेकार स्पिकल चावड़ा","spical chawda, bedekar pickle"
"7","8","bellam","Jaggery","Bellam","Gud","jaggery|bellam|gud"
"7","9","bengali-sweets","Bengali Sweets","బెంగాలీ మీట్లు","बंगाली मिठाई","bengali sweets"
"7","10","ber","Ber","బెర్","बेर","['ber', 'berry']"
"7","11","berry-fantasy","Berry Fantasy","బెర్రీ ఫ్యాంటసీ","बेरी फैंटेसी","['berry', 'fantasy']"
"7","12","besan","besan","బెసన్","बेसन","['gram flour', 'chickpea flour']"
"7","13","best-bakery-almond-cookies","Best Bakery Almond Cookies","బెస్ట్ బేకరీ ఆల్మండ్ కుక్కీలు","बेस्ट बेकरी अल्मंड कुकीज़","['almond', 'cookies']"
"7","14","bhagwatis-patra-vagar","Bhagwati's Patra Vagar","భగవతీస్ పట్ర వగర్","भगवाती का पत्र वागर","['patra', 'vagar']"
"7","15","bhagwatis-sandwich-dhokla","Bhagwati's Sandwich Dhokla","భగవతీస్ సాండ్విచ్ ధోక్లా","भगवाती का सैंडविच धोकला","['sandwich', 'dhokla']"
"7","16","bhagwatis-surti-khaman","Bhagwati's Surti Khaman","భాగవతి సర్తి ఖమాన్","भागवती की सर्ती खमन","['khaman', 'gujarati', 'snack']"
"7","17","bhakri","Bhakri","భక్రి","भाकरी","['flatbread', 'indian']"
"7","18","bhakri-chili","Bhakri Chili","భక్రి చిలీ","भाकरी चिली","['chili', 'spicy', 'bhakri']"
"7","19","bhakri-jeera","Bhakri Jeera","భక్రి జీరా","भाकरी जीरा","['jeera', 'cumin', 'bhakri']"
"7","20","bhatura","Bhatura","భటూరా","भटूरा","['fried', 'bread', 'indian']"
"7","21","bhatura-bulk","Bhatura Bulk","భటురా బ్యాచ్","भटूरा बुल्क","['bhatura', 'bulk']"
"7","22","bhature-ka-atta","Bhature Ka Atta","భటూర్ కా అట్టా","भटूरे का आटा","['bhature', 'atta']"
"7","23","bhindi","Bhindi","భిండి","भिंडी","['bhindi']"
"7","24","bhindi-whole","Bhindi Whole","భిండి పూర్తి","भिंडी पूरी","['bhindi', 'whole']"
"7","25","bhuji-plain-haldibhuji-plain-hald","Bhuji Plain Haldi","భూజి ప్లేన్ హల్డి","भूजी प्लेन हल्दी","['bhuji', 'haldi']"
"7","26","bhujia249","Bhujia","భూజియా","भूजिया","['bhujia', 'snack']"
"7","27","big-eggplant","Big Eggplant","పెద్ద బఠానీ","बड़ा अंडा बैंगन","['eggplant', 'big', 'vegetable']"
"7","28","bikano-aloo-bhuja","Bikano Aloo Bhuja","బికానో ఆలూ భూజా","बिकानो आलू भुजा","['bikano', 'aloo bhuja', 'snacks']"
"7","29","birds-custard-poweder","Birds Custard Powder","పక్షుల కస్టర్డ్ పావడర్","पक्षियों का कस्टर्ड पाउडर","['custard', 'powder', 'baking']"
"7","30","biryani","Biryani","బిర్యానీ","बिरयानी","['indian rice dish', 'mixed rice']"
"8","1","biryani-masala","Biryani Masala","బిర్యానీ మసాలా","बिरयानी मसाला","['biryani', 'masala', 'spice']"
"8","2","biryani-masala-1","Biryani Masala","బిర్యానీ మసాలా","बिरयानी मसाला","['biryani', 'masala', 'spice']"
"8","3","bitta-misal","Bitta Misal","బిట్టా మిసల్","बिट्टा मिसाल","['indian street food', 'curried sprouts']"
"8","4","biyyam","Rice","Biyyam","Chawal","rice|biyyam|chawal"
"8","5","black-beans","Black Beans","నల్ల మొక్కజొన్న","काले मूंग","['legumes', 'beans']"
"8","6","black-bourbone","Black Bourbon","నల్ల బౌర్బాన్","काला बोरबॉन","['whiskey', 'spirits']"
"8","7","black-salt","Black Salt","నల్ల పసుపు","काला नमक","['seasoning salt', 'kala namak']"
"8","8","black-urad-whole","Black Urad Whole","బ్లాక్ ఉరాడ్ వ్హోల్","काला उरद पूरा","['black urad whole', 'urad dal whole']"
"8","9","blanded-almond","Blanded Almond","బ్లాండెడ్ అల్మండ్","ब्लैंडेड बादाम","['blanded almond', 'almond']"
"8","10","blossom-hill-clover-honey","Blossom Hill Clover Honey","బ్లాసమ్ హిల్ క్లోవర్ హనీ","ब्लॉससम हिल क्लॉवर हनी","['blossom hill clover honey', 'clover honey']"
"8","11","bombay-kitchen-achari-kitchen","Bombay Kitchen Achari Kitchen","బాంబే కుటీర అచారి కుటీర","बॉम्बे किचन अचारी किचन","['bombay kitchen achari kitchen', 'achari masala']"
"8","12","bombay-kitchen-chicken-65","Bombay Kitchen Chicken 65","బాంబే కుటీర చికెన్ 65","बॉम्बे किचन चिकन 65","['bombay kitchen chicken 65', 'chicken 65']"
"8","13","bombay-kitchen-chicken-biryani","Bombay Kitchen Chicken Biryani","బాంబే కుక్కు చికెన్ బిర్యానీ","बॉम्बे किचन चिकन बिरयानी","['chicken biryani', 'bombay kitchen', 'indian food']"
"8","14","bombay-kitchen-chicken-chettinad","Bombay Kitchen Chicken Chettinad","బాంబే కుక్కు చికెన్ చెట్టినాడ్","बॉम्बे किचन चिकन चेट्टीनाड","['chicken chettinad', 'indian spices', 'south indian']"
"8","15","bombay-kitchen-chicken-kabab","Bombay Kitchen Chicken Kabab","బాంబే కుక్కు చికెన్ కబాబ్","बॉम्बे किचन चिकन कबाब","['chicken kabab', 'indian street food', 'kebabs']"
"8","16","bombay-kitchen-chicken-korma","Bombay Kitchen Chicken Korma","బాంబే కుక్కు చికెన్ కోర్మా","बॉम्बे किचन चिकन कोरमा","['chicken korma', 'mughlai cuisine', 'indian curries']"
"8","17","bombay-kitchen-chicken-makhani","Bombay Kitchen Chicken Makhani","బాంబే కుక్కు చికెన్ మఖనీ","बॉम्बे किचन चिकन मखनी","['chicken makhani', 'butter chicken', 'indian restaurant']"
"8","18","bombay-kitchen-chicken-samosa","Bombay Kitchen Chicken Samosa","బాంబే కుక్కు చికెన్ సమోసా","बॉम्बे किचन चिकन समोसा","['chicken samosa', 'bombay kitchen']"
"8","19","bombay-kitchen-chicken-tikka-masala","Bombay Kitchen Chicken Tikka Masala","బాంబే కుక్కు చికెన్ టిక్కా మసాలా","बॉम्बे किचन चिकन टिक्का मसाला","['chicken tikka masala', 'bombay kitchen']"
"8","20","bombay-kitchen-kadai-chicken","Bombay Kitchen Kadai Chicken","బాంబే కుక్కు కడాయి చికెన్","बॉम्बे किचन कढाई चिकन","['kadai chicken', 'bombay kitchen']"
"8","21","bombay-kitchen-lamb-biryani","Bombay Kitchen Lamb Biryani","బాంబే కుక్కు మేక బిర్యానీ","बॉम्बे किचन लैम्ब बिरयानी","['lamb biryani', 'bombay kitchen']"
"8","22","bombay-kitchen-spicy-punjabi-mix-10oz","Bombay Kitchen Spicy Punjabi Mix 10oz","బాంబే కుక్కు వేడి పంజాబీ మిశ్రమం 10oz","बॉम्बे किचन मिर्ची पंजाबी मिश्रण 10oz","['spicy punjabi mix', 'bombay kitchen']"
"8","23","boomdi","Boomdi","బూండి","बूंदी","['boondi', 'di']"
"8","24","boondi-jain-sweets","Boondi Jain Sweets","బూండి జైన్ స్వీట్స్","बूंदी जैन स्वीट्स","['boondi', 'jain', 'sweets']"
"8","25","boondi-masala","Boondi Masala","బూండి మసాలా","बूंदी मसाला","['boondi', 'masala']"
"8","26","boondi-sev","Boondi Sev","బూండి సెవ్","बूंदी सेव","['boondi', 'sev']"
"8","27","boost","Boost","బూస్ట్","बूस्ट","['boost']"
"8","28","boro-plus-1","Boro Plus 1","బోరో ప్లస్ 1","बोरो प्लस 1","['boro plus 1', 'boro plus']"
"8","29","borwicks-baking-powder","Borwicks Baking Powder","బోర్విక్స్ బేకింగ్ పవ్డర్","बोर्विक्स बेकिंग पाउडर","['borwicks baking powder', 'baking powder']"
"8","30","bourbon","Bourbon","బౌర్బన్","बौर्बन","['bourbon', 'whiskey']"
"","","bowl-1","Bowl 1","బౌల్ 1","बाउल 1","['bowl', 'tableware']"
"","","brahmi-brahmi-capsules-60","Brahmi Brahmi Capsules 60","బ్రాహ్మి బ్రాహ్మి క్యాప్సుల్స్ 60","ब्रह्मी ब्रह्मी कैप्सूल्स 60","['brahmi brahmi capsules', 'ayurvedic supplements']"
"","","brahmins-broken-samba-wheat","Brahmins Broken Samba Wheat","బ్రాహ్మణ్ల బ్రాకెన్ సాంబా గోధుమ","ब्रह्मणों का टूटा हुआ सांबा गेहूं","['broken wheat', 'samba wheat', 'brahmins wheat']"
"","","brahmins-chemba-puttu-podi","Brahmins Chemba Puttu Podi","బ్రాహ్మణ్ల చెంబ పుట్టు పొడి","ब्रह्मणों का चेम्बा पुट्टू पाउडर","['chemba puttu podi', 'brahmins puttu powder']"
"","","brahmins-dosa-podi","Brahmins Dosa Podi","బ్రాహ్మణ్ల దోస పొడి","ब्रह्मणों का डोसा पाउडर","['dosa podi', 'brahmins dosa powder']"
"","","brahmins-fried-rava","Brahmins Fried Rava","బ్రాహ్మణ్ల నేలకూరను వంటి రవా","ब्रह्मणों का तला हुआ रावा","['fried rava', 'brahmins rava']"
"","","bras-sev-sancha","Bras Sev Sancha","బ్రాస్ సేవ్ సంచ","ब्रास सेव संच","['bras sev sancha', 'crunchy sev']"
"","","britannia-5-grain-biscuit","Britannia 5 Grain Biscuit","బ్రిటానియా 5 గ్రేన్ బిస్కెట్","ब्रिटेनिया 5 ग्रेन बिस्किट","['britannia', '5 grain', 'biscuit']"
"","","britannia-50-50","Britannia 50-50","బ్రిటానియా 50-50","ब्रिटेनिया 50-50","['britannia', '50-50']"
"","","britannia-bourbon","Britannia Bourbon","బ్రిటానియా బౌర్బన్","ब्रिटेनिया बोर्बन","['britannia', 'bourbon']"
"","","britannia-chocolate-cream-wafers","Britannia Chocolate Cream Wafers","బ్రిటానియా చోక్లేట్ క్రీమ్ వేఫర్స్","ब्रिटेनिया चॉकलेट क्रीम वेफर्स","['britannia', 'chocolate', 'cream', 'wafers']"
"","","britannia-chocolate-wafers","Britannia Chocolate Wafers","బ్రిటానియా చోక్లేట్ వేఫర్స్","ब्रिटेनिया चॉकलेट वेफर्स","['britannia', 'chocolate', 'wafers']"
"","","britannia-cows-ghee","Britannia Cows Ghee","బ్రిటానియా కోవ్స్ గ్హీ","ब्रिटेनिया कॉव्स घी","britannia cows ghee, cow ghee, Britannia cow ghee"
"","","britannia-date-rolls","Britannia Date Rolls","బ్రిటానియా డేట్ రోల్స్","ब्रिटेनिया डेट रोल्स","britannia date rolls, Britannia date rolls"
"","","britannia-digestive","Britannia Digestive","బ్రిటానియా డైజెస్టివ్","ब्रिटेनिया डाइजेस्टिव","britannia digestive, Britannia digestive biscuits"
"","","britannia-fig-rolls","Britannia Fig Rolls","బ్రిటానియా ఫిగ్ రోల్స్","ब्रिटेनिया फिग रोल्स","britannia fig rolls, Britannia fig rolls"
"","","britannia-funky-choco","Britannia Funky Choco","బ్రిటానియా ఫంకీ చోకో","ब्रिटेनिया फंकी चोको","britannia funky choco, Britannia funky chocolate"
"","","britannia-funky-choco-1","Britannia Funky Choco","బ్రిటానియా ఫంకీ చోకో","ब्रिटेनिया फंकी चॉको","['funky choco', 'britannia']"
"","","britannia-good-day-butter","Britannia Good Day Butter","బ్రిటానియా గుడ్ డే బట్టర్","ब्रिटेनिया गुड डे बटर","['good day butter', 'britannia']"
"","","britannia-good-day-butter-cookies","Britannia Good Day Butter Cookies","బ్రిటానియా గుడ్ డే బట్టర్ కుకీస్","ब्रिटेनिया गुड डे बटर कुकीज़","['good day butter cookies', 'britannia']"
"","","britannia-good-day-butter-cookies-75g","Britannia Good Day Butter Cookies 75g","బ్రిటానియా గుడ్ డే బట్టర్ కుకీస్ 75జీ","ब्रिटेनिया गुड डे बटर कुकीज़ 75ग्राम","['good day butter cookies 75g', 'britannia']"
"","","britannia-good-day-cashew","Britannia Good Day Cashew","బ్రిటానియా గుడ్ డే క్యాష్వే","ब्रिटेनिया गुड डे कैशव","cashew, Britannia, Good Day"
"","","britannia-good-day-chunkies-choco-chip-224-gms-cookies","Britannia Good Day Chunkies Choco Chip Cookies","బ్రిటానియా గుడ్ డే చంకీస్ చోకో చిప్ కుకీస్","ब्रिटेनिया गुड डे चंकीज़ चॉको चिप कुकीज़","cookies, chunkies, choco chip, Britannia, Good Day"
"","","britannia-good-day-pista-almd","Britannia Good Day Pista Almond","బ్రిటానియా గుడ్ డే పిస్టా ఆల్మండ్","ब्रिटेनिया गुड डे पिस्ता अल्मंड","pista, almond, Britannia, Good Day"
"","","britannia-good-day-pista-almond","Britannia Good Day Pista Almond","బ్రిటానియా గుడ్ డే పిస్టా ఆల్మండ్","ब्रिटेनिया गुड डे पिस्ता अल्मंड","pista, almond, Britannia, Good Day"
"","","britannia-hazelnut-wafers","Britannia Hazelnut Wafers","బ్రిటానియా హజెల్‌నట్ వాఫర్స్","ब्रिटेनिया हेज़लनट वाफर्स","hazelnut, wafers, Britannia"
"","","britannia-little-hearts","Britannia Little Hearts","బ్రిటానియా లిటిల్ హృదయాలు","ब्रिटेनिया लिटिल हृदय","britannia, little hearts, biscuits"
"","","britannia-marie-gold","Britannia Marie Gold","బ్రిటానియా మేరీ గోల్డ్","ब्रिटेनिया मैरी गोल्ड","britannia, marie gold, biscuits"
"","","britannia-maska-chaska","Britannia Maska Chaska","బ్రిటానియా మాస్కా చాస్కా","ब्रिटेनिया मस्का चास्का","britannia, maska chaska, biscuits"
"","","britannia-milk-bikis","Britannia Milk Bikis","బ్రిటానియా మిల్క్ బికీస్","ब्रिटेनिया दूध बिकीस","britannia, milk bikis, biscuits"
"","","britannia-milk-rusk","Britannia Milk Rusk","బ్రిటానియా మిల్క్ రస్క్","ब्रिटेनिया दूध रुस्क","britannia, milk rusk, biscuits"
"","","britannia-nice-time","Britannia Nice Time","బ్రిటానియా నైస్ టైమ్","ब्रिटेनिया नाइस टाइम","Britannia Nice Time"
"","","britannia-suji-toast","Britannia Suji Toast","బ్రిటానియా సూజీ టోస్ట్","ब्रिटेनिया सूजी टोस्ट","Britannia Suji Toast"
"","","britannia-treat","Britannia Treat","బ్రిటానియా ట్రీట్","ब्रिटेनिया ट्रीट","Britannia Treat"
"","","britannia-treat-choco-100-gms","Britannia Treat Choco 100 Gms","బ్రిటానియా ట్రీట్ చోకో 100 జీమీ","ब्रिटेनिया ट्रीट चॉको 100 जीएम","Britannia Treat Choco 100 Gms"
"","","britannia-treat-creme-wafers-3-pack","Britannia Treat Creme Wafers 3 Pack","బ్రిటానియా ట్రీట్ క్రీమ్ వేఫర్స్ 3 ప్యాక్","ब्रिटेनिया ट्रीट क्रीम वेफर्स 3 पैक","['britannia', 'treat', 'creme', 'wafers']"
"","","britannia-treat-pineapple","Britannia Treat Pineapple","బ్రిటానియా ట్రీట్ పైనాపిల్","ब्रिटेनिया ट्रीट पाइनएप्पल","['britannia', 'treat', 'pineapple']"
"","","brooke-bond-red-label-tea-bags","Brooke Bond Red Label Tea Bags","బ్రూక్ బాండ్ రెడ్ లేబుల్ టీ బ్యాగ్స్","ब्रूक बॉन्ड रेड लेबल टी बैग्स","['brooke', 'bond', 'red', 'label', 'tea']"
"","","brown-basmati-rice-10-lb","Brown Basmati Rice 10 lb","బ్రౌన్ బాస్మతి చిరుధాన్యం 10 లీవర్లు","ब्राउन बासमती चावल 10 पाउंड","['brown', 'basmati', 'rice']"
"","","brown-basmati-rice-10-lb-1","Brown Basmati Rice 10 lb","బ్రౌన్ బాస్మతి చిరుధాన్యం 10 లీవర్లు","ब्राउन बासमती चावल 10 पाउंड","['brown', 'basmati', 'rice']"
"","","brown-chana","Brown Chana","బ్రౌన్ చన","ब्राउन चना","['brown chana', 'chickpeas']"
"","","brown-nd-polish","Brown and Polish","బ్రౌన్ మరియు పోలిష్","ब्राउन और पोलिश","['brown polish', 'shoe polish']"
"","","brown-rice","Brown Rice","బ్రౌన్ బియ్యం","ब्राउन चावल","['brown rice', 'unpolished rice']"
"","","brown-sona-masoori-rice-10-lb","Brown Sona Masoori Rice 10 lb","బ్రౌన్ సోనా మసూరి బియ్యం 10 లీబర్లు","ब्राउन सोना मसूरी चावल 10 पाउंड","['sona masoori rice', 'brown rice']"
"","","bru-green-label","Bru Green Label","బ్రూ గ్రీన్ లేబుల్","ब्रू ग्रीन लेबल","['bru coffee', 'green label coffee']"
"","","bulk-okra","Bulk Okra","బ్యాలెన్స్ ఓక్రా","बुल्क ओक्रा","okra, lady's finger, bhindi"
"","","butter-chicken-mix","Butter Chicken Mix","బట్టర్ చికెన్ మిక్స్","बटर चिकन मिक्स","['butter chicken mix', 'chicken mix', 'butter chicken']"
"","","butter-good-day","Butter Good Day","బట్టర్ గుడ్ డే","बटर गुड डे","['butter good day', 'good day']"
"","","butter-ice-cream","Butter Ice Cream","బట్టర్ ఐస్ క్రీం","बटर आइस क्रीम","['butter ice cream', 'ice cream']"
"","","butter-scotch","Butter Scotch","బట్టర్ స్కాట్చ్","बटर स्कॉच","['butter scotch', 'scotch']"
"","","butterscotch","Butterscotch","బట్టర్‌స్కాట్చ్","बटरस्कॉच","['butterscotch']"
"","","butterscotch-icecream","Butterscotch Ice Cream","బట్టర్‌స్కోచ్ ఐస్ క్రీం","बटरस्कॉच आइसक्रीम","butterscotch, ice cream"
"","","butterscotch-kingcone","Butterscotch King Cone","బట్టర్‌స్కోచ్ కింగ్ కోన్","बटरस्कॉच किंग कोन","butterscotch, king cone"
"","","buttry-black-lentils","Buttry Black Lentils","బట్ట్రీ బ్లాక్ లెంటిల్స్","बट्ट्री ब्लैक लेंटिल्स","buttry, black lentils"
"","","cadury-fruit-nut","Cadbury Fruit Nut","కేడుబ్రీ ఫ్రూట్ న్యూట్","केडुब्री फल नट","cadbury, fruit, nut"
"","","cake-rusk","Cake Rusk","కేక్ రస్క్","केक रस्क","cake, rusk"
"","","canola-oil","Canola Oil","కనోలా తైలం","कैनोला तेल","['canola oil', 'vegetable oil']"
"","","cardamom-powder","Cardamom Powder","ఏలకు పొడి","एलची पाउडर","['cardamom powder', 'elaichi powder']"
"","","cardamon-seeds-1","Cardamom Seeds","ఏలకు బియ్యం","एलची बीज","['cardamom seeds', 'elaichi seeds']"
"","","carpet-cleaner","Carpet Cleaner","కార్పెట్ క్లీనర్","कार्पेट क्लीनर","['carpet cleaner', 'carpet shampoo']"
"","","carrot","Carrot","గాజర్","गाजर","['carrot', 'gajar', 'gaajar']"
"","","cashew-pieces","Cashew Pieces","క్యాష్వ్ పిస్సెస్","कैशव पीस","['cashew', 'kashew', 'cashew pieces']"
"","","cashew-whole","Cashew Whole","క్యాష్వ్ వోల్","कैशव वोल","['cashew', 'kashew', 'cashew whole']"
"","","cashew-whole-2","Cashew Whole","క్యాష్వ్ వోల్","कैशव वोल","['cashew', 'kashew', 'cashew whole']"
"","","cashwe","cashwe","కాష్వీ","काशवी","['cashew', 'cashew nut']"
"","","cassatta","Cassatta","కాసట్టా","कासट्टा","['cassatta', 'cassata']"
"","","cassava","cassava","కసావా","कसावा","['manioc', 'yuca']"
"","","cauliflower","Cauliflower","కాల్ఫ్లవర్","कालफ्लावर","['cauliflower', 'gobhi']"
"","","chai-masala","Chai Masala","చాయ్ మసాలా","चाय मसाला","['chai masala', 'tea spice']"
"","","chakli","Chakli","చక్లి","चकली","['chakli', 'fried snack']"
"","","chana","Chana","చన","चना","['chana', 'chickpea']"
"","","chana-chawal","Chana Chawal","చన చావల్","चना चावल","['chana chawal', 'chickpea rice']"
"","","chana-chor","Split Chickpeas","చనా చోర","चना चोर","['chickpeas', 'split chickpeas', 'chana chor']"
"","","chana-dal-3","Split Chickpeas","చనా దాల్","चना दाल","['chickpeas', 'split chickpeas', 'chana dal']"
"","","chana-dal-organic","Organic Split Chickpeas","ఆర్గెనిక్ చనా దాల్","ऑर्गेनिक चना दाल","['organic', 'chickpeas', 'split chickpeas', 'chana dal']"
"","","chana-dalia","Split Chickpeas","చనా దాలియా","चना दालिया","['chickpeas', 'split chickpeas', 'chana dalia']"
"","","chandan-6-in-1-mukhwas","Chandan 6 in 1 Mukhwas","చందన్ 6 ఇన్ 1 ముఖ్వాస్","चंदन 6 इन 1 मुखवास","['chandan', 'mukhwas', 'breath freshener']"
"","","chandan-olympic-mix","Chandan Olympic Mix","చందన్ ఒలింపిక్ మిక్స్","चंदन ओलंपिक मिक्स","['chandan', 'olympic mix', 'mukhwas']"
"","","channa","Channa","చన్న","चन्ना","['channa', 'chickpeas']"
"","","channa-jor-garam","Channa Jor Garam","చన్న జార్ గరమ్","चन्ना जोर गरम","['channa', 'spicy', 'chickpeas']"
"","","chaokoh-coconut-milk","Chaokoh Coconut Milk","చాకోహ్ కొబ్బరి పాలు","चाओकोह कोयला दूध","['coconut milk', 'chaokoh']"
"","","chap-stick-1","Chap Stick","చాప్ స్టిక్","चैप स्टिक","['chapstick', 'lip balm']"
"","","chapati","Chapati","చపాతి","चापाती","['flatbread', 'indian bread']"
"","","char-magaz","Char Magaz","చార్ మగజ్","चार मगज","['char magaz', 'char magaj']"
"","","charcole","Charcoal","చార్కోల్","चारकोल","['charcoal', 'activated charcoal']"
"","","chawal","Rice","Biyyam","Chawal","rice|chawal|biyyam"
"","","chefs-secret-basmati-rice-10-lb","Chef's Secret Basmati Rice 10 lb","చీఫ్స్ సెక్రెట్ బాస్మతి చిరుధాన్యం 10 లీబుల్స్","चीफ्स सीक्रेट बासमती चावल 10 पाउंड","['basmati rice', 'long grain rice']"
"","","chefs-secret-basmati-rice-20-lb","Chef's Secret Basmati Rice 20 lb","చీఫ్స్ సెక్రెట్ బాస్మతి చావలి 20 లీబు","चीफ्स सीक्रेट बासमती चावल 20 लीबु","basmati rice, chefs secret, 20 lb"
"","","chettinad-barnyard-millet","Chettinad Barnyard Millet","చెట్టినాడ్ బర్న్యార్డ్ మిలెట్","चेट्टीनाड बार्नयार्ड मिलेट","barnyard millet, chettinad"
"","","chettinad-little-millet","Chettinad Little Millet","చెట్టినాడ్ లిటిల్ మిలెట్","चेट्टीनाड लिटिल मिलेट","little millet, chettinad"
"","","chheder","Chheder","చ్హేదర్","छेडर","chheder"
"","","chhole","Chhole","చోలే","छोले","chhole"
"","","chia-seeds","Chia Seeds","చియా బీజాలు","चिया बीज","['chia seeds', 'chiya bij', 'chiya beeja']"
"","","chicken-65","Chicken 65","కోడి 65","कोड़ी 65","['chicken 65', 'kodi 65', 'kodi sixty-five']"
"","","chicken-66","Chicken 66","కోడి 66","कोड़ी 66","['chicken 66', 'kodi 66', 'kodi sixty-six']"
"","","chicken-curry-paste","Chicken Curry Paste","కోడి కూర పేస్ట్","कोड़ी करी पेस्ट","['chicken curry paste', 'kodi kura paste', 'kodi kuri peest']"
"","","chicken-keema","Chicken Keema","కోడి కీమా","कोड़ी कीमा","['chicken keema', 'kodi keema', 'kodi keema']"
"","","chicken-marinade","Chicken Marinade","కోడి మారినేడ్","चिकन मैरिनेड","['chicken marinade', 'marinade for chicken']"
"","","chicken-masala","Chicken Masala","కోడి మసాలా","चिकन मसाला","['chicken masala', 'chicken spice']"
"","","chicken-roast-mothers","Chicken Roast Mothers","కోడి రోస్ట్ మాదర్స్","चिकन रोस्ट मदर्स","['chicken roast', 'mothers chicken roast']"
"","","chicken-vindaloo","Chicken Vindaloo","కోడి విందాలూ","चिकन विंदालू","['chicken vindaloo', 'vindaloo chicken']"
"","","chickn-tikka-mix","Chickn Tikka Mix","కిక్కన్ టిక్కా మిక్స్","चिकन टिक्का मिक्स","['chicken tikka mix', 'tikka chicken mix']"
"","","chicko-icecream","Chicko Ice Cream","చిక్కో ఐస్ క్రీం","चिक्को आइस क्रीम","chicko ice cream, ice cream"
"","","chickpea-kofta-curry","Chickpea Kofta Curry","మొక్కజొన్న కోఫ్టా కూర","चिक्की कोफ्ता करी","chickpea kofta curry, chickpea curry"
"","","chili-garlic-sauce","Chili Garlic Sauce","చిలీ గార్లిక్ సాస్","चिली गार्लिक सॉस","chili garlic sauce, chili sauce, garlic sauce"
"","","chilli","Chilli","చిలీ","चिली","chilli, chili"
